userNo,registerDays,firstOrderDays,avgReleaseTimeOfLatest30day,avgPayTimeOfLatest30day,finishRateLatest30day,completedOrderNumOfLatest30day,completedBuyOrderNumOfLatest30day,completedSellOrderNumOfLatest30day,completedOrderTotalBtcAmountOfLatest30day,completedOrderNum,completedBuyOrderNum,completedSellOrderNum,completedBuyOrderTotalBtcAmount,completedSellOrderTotalBtcAmount,completedOrderTotalBtcAmount,counterpartyCount
sd4a4df01e04939cc8e7b7678d4c93a3e,1267,1136,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s821937cdf34335d09b48fa53ed0ac7e9,1544,1524,0.0,81.5,0.4,2,2,0,0,146,106,40,0,0,0,95
s0afc8bde4b6038358c5cb6a4b59763f9,1360,574,944.33,64.55,0.946,69,66,3,0,244,199,45,0,0,0,109
sce60f06ca04432169a95cf8440c2abfb,52,52,0.0,71.87,1.0,15,15,0,0,25,24,1,0,0,0,12
s1761bbec770630ebba97d2561f0f1a39,1239,1239,369.0,70.31,1.0,77,68,9,0,147,109,38,0,0,0,58
s55006a0c299032ff9cb6c7f44fed0d68,1092,4,0.0,149.33,0.375,3,3,0,0,3,3,0,0,0,0,3
sddab8fcfab3734ada6b45adfef574bce,589,586,0.0,74.0,0.5,4,4,0,0,13,9,4,0,0,0,13
sa7ff5331f473334482af78fdfa81b7dd,69,67,0.0,197.5,1.0,2,2,0,0,3,2,1,0,0,0,3
s422321daa5803836af5d894bc0aa947f,315,294,26.0,156.8,0.867,13,10,3,0,17,13,4,0,0,0,13
sc2d1bf0dcd253f7da3f973fbb938405a,1324,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s39d9c79261ba373297ceb0145c5c2273,55,55,172.67,103.22,0.632,12,9,3,0,37,23,14,0,0,0,23
s3606b315e0893c7e8031e2cebaaeb864,101,101,63.83,71.12,0.905,38,26,12,0,140,96,44,0,0,0,53
sc11037411c9c37af8db2b0cd0b4bb298,183,135,0.0,100.0,0.5,1,1,0,0,5,5,0,0,0,0,4
s553baa647bfd3720b960fc1327ee4a04,1585,1585,0.0,202.0,0.334,1,1,0,0,4,4,0,0,0,0,4
s63f8fbbeb2ed3591b2b90d5d515f4c1e,1565,1565,0.0,95.0,1.0,1,1,0,0,142,134,8,0,0,0,94
s3996b7af46723f0ab4dd45487d570fc4,141,59,66.05,68.72,0.951,173,151,22,0,268,237,31,0,0,0,56
s14044148baa2369e8ac41ed3237a92b9,1401,1398,0.0,130.67,0.75,3,3,0,0,43,38,5,0,0,0,42
sac9d4e7c20f63e76b2e1ad32c65671a1,1465,1465,0.0,0.0,0.0,0,0,0,0,21,16,5,0,0,0,20
sb9ab4d2974cf39598b29ee60bd0c0426,309,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s2512134b2de43d2d91be7e6b23203573,579,408,347.38,96.18,0.858,48,40,8,0,65,40,25,0,0,0,40
s771e1fdf5d6a33c38c659d13a9619b1e,542,542,0.0,75.67,1.0,3,3,0,0,30,30,0,0,0,0,25
sb20d25a49ef734c6b942620933c06d1b,50,46,0.0,91.83,0.75,6,6,0,0,16,16,0,0,0,0,12
s67d26ee96b36361ca5a9a0e63913900f,214,209,0.0,0.0,0.0,0,0,0,0,13,2,11,0,0,0,7
se4bf9f56b4723bc2b59dd79437596b4e,848,831,0.0,74.0,1.0,1,1,0,0,50,50,0,0,0,0,32
s9ff9e66759b43b80b23478b92c064a33,64,13,0.0,126.0,0.924,12,12,0,0,12,12,0,0,0,0,5
sce596148d578307aaad44138359d5e8a,59,59,0.0,84.33,1.0,3,3,0,0,20,20,0,0,0,0,11
s471ba114203f380984971642e841c6ab,1263,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s0b14b8a144fd3e80bef8ec2c05c96c48,756,3,3451.0,149.0,1.0,2,1,1,0,2,1,1,0,0,0,2
sd20be953d5b33106b7990fa24d50f53d,287,3,0.0,416.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s096fa05367c7311793bf89268e2f4b53,911,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s38ebd168e575300e827b025e1254b02a,77,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
secebeeeef447345b993a6109090bfb39,1996,1984,0.0,199.0,0.5,1,1,0,0,40,34,6,0,0,0,31
s24e25eb0d8fe395ba7dbbf306ad8838d,151,73,17784.0,86.46,0.908,49,48,1,0,79,78,1,0,0,0,15
sd5f9ceb06e973d5fa0a1d9de77451359,61,23,71.38,64.1,0.904,28,20,8,0,28,20,8,0,0,0,10
sc14fd17e68d336b0b749864ae2bac751,1314,1314,0.0,183.0,1.0,1,1,0,0,9,9,0,0,0,0,7
s65bd5d075a923a3db94865f31dc4379a,97,83,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s04d7f126f929306d81dcf9335946e4c5,283,73,0.0,131.2,0.313,5,5,0,0,13,13,0,0,0,0,9
se1498a3364863f4b8b9c859b0116d1f4,345,235,0.0,343.67,0.334,3,3,0,0,3,3,0,0,0,0,3
s8d76d35ddf0c30d4acbeeb5ec71f86af,1604,371,0.0,162.0,0.5,1,1,0,0,2,1,1,0,0,0,2
sa83ad024d8d436f3957b0468b63c5196,196,196,19.67,79.5,1.0,7,4,3,0,29,20,9,0,0,0,21
sbbf3599db25b3de690b34fe8760cb865,727,727,0.0,0.0,0.0,0,0,0,0,4,3,1,0,0,0,3
sd98e32eda8913f9eabc949fdecda1591,51,51,0.0,115.67,0.75,3,3,0,0,4,4,0,0,0,0,4
s00929deb67b43f639d4c5f5a0fadf545,63,59,138.89,49.52,0.932,81,63,18,0,181,131,50,0,0,0,49
s07790e1e6c2b33cb9ba393735377f43b,77,77,138.5,313.0,0.3,3,1,2,0,9,6,3,0,0,0,7
s12222dcad55d3ebe97fe462d88abac1e,428,425,0.0,219.0,0.334,1,1,0,0,3,3,0,0,0,0,3
s77b0a5a2151c354e81f1df7baa59a90e,1750,1746,0.0,186.0,1.0,1,1,0,0,3,3,0,0,0,0,3
sdff97911c3743774815335793717e377,948,125,0.0,67.0,0.167,1,1,0,0,3,3,0,0,0,0,3
s6f45fe64b10c3eefa57447f5f5ec3e93,242,74,0.0,123.0,0.75,3,3,0,0,5,4,1,0,0,0,4
s47d2b6e1b2833f72820c572dd29e35bb,49,26,0.0,120.83,0.429,6,6,0,0,6,6,0,0,0,0,5
s801ec7eb29133b9ab9448826cd71a362,1798,1781,0.0,0.0,0.0,0,0,0,0,21,21,0,0,0,0,21
s5d9b6ac72d383ca991ad6046cf8bbfd0,1515,1513,2308.18,98.96,0.945,85,23,62,0,717,215,502,0,0,0,355
s014badbf35e4346e9f3ddd0f758f910a,1703,1096,0.0,187.0,0.5,1,1,0,0,2,2,0,0,0,0,2
s5eb8a6a39444342dac32291106820366,179,158,0.0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,4
s330b2d2f8b82367a8cbfcd4ffa288ca1,1379,190,0.0,182.0,0.25,1,1,0,0,6,6,0,0,0,0,6
s45f03cb3315f3624a2cae4c387c04db6,296,295,76.0,72.73,0.8,16,15,1,0,70,53,17,0,0,0,33
sd7104eb395c13c99a1dd4d21ffe486ff,137,105,0.0,52.74,0.964,105,105,0,0,320,320,0,0,0,0,92
s9c65aea0c47138f090ab6f74e0dcaa8c,62,60,0.0,319.0,1.0,1,1,0,0,2,2,0,0,0,0,2
s6093e539488c31d89b7fa6cce36e250d,56,49,0.0,75.33,0.3,6,6,0,0,9,9,0,0,0,0,6
sfff2d276f86638248f1020f42935ebd9,1179,1179,107.0,91.89,0.797,43,36,7,0,474,442,32,0,0,0,207
s0a276e2015723ab99d31bdd787f4aeff,288,287,0.0,101.4,0.556,5,5,0,0,5,5,0,0,0,0,4
se8e9f772b2c735d4a6e4271026ff23e6,176,168,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2
sb96017cde471346092b9fdcd2ff8de74,615,615,0.0,86.33,0.693,9,9,0,0,22,11,11,0,0,0,18
s804c7f44490534ccbbb212a76a4d84a9,1702,1701,46.8,186.6,1.0,10,5,5,0,61,34,27,0,0,0,45
s4a31f11add0a3e1fb6fff9277e1fdd3f,1245,1215,45.0,131.5,0.75,3,2,1,0,16,3,13,0,0,0,16
s1428feba49993c968ea20aefbe896766,1680,1245,259.0,200.33,0.572,4,3,1,0,264,158,106,0,0,0,200
sd1fd15dc85cf3a70bb323d0fd0d665b5,986,977,0.0,139.7,0.885,23,23,0,0,549,549,0,0,0,0,217
scc6fc76bfd573a69b661296caf9d3ec9,71,52,5756.67,56.75,0.875,7,4,3,0,18,15,3,0,0,0,8
sa232e84c9dc23c3aa709feb237d4b4e6,114,50,0.0,168.33,1.0,3,3,0,0,3,3,0,0,0,0,2
scd35bf5aec14340cb250cb78302f642d,322,320,0.0,0.0,0.0,0,0,0,0,36,23,13,0,0,0,30
sa3e78edc12b6384f97b0521c60977226,274,269,196.72,63.69,0.944,116,87,29,0,313,227,86,0,0,0,133
s4854293734f63995ac1690a2a4e5a8cb,72,38,0.0,220.0,1.0,1,1,0,0,2,2,0,0,0,0,2
se8c1a5b9acd83a648b7fc71b50aabf44,73,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sfd0e6d54bb683ed79c74fa7d70608c60,1767,1749,0.0,249.0,1.0,1,1,0,0,27,26,1,0,0,0,25
sd29c3eea9ec33522a624315c36be0fd6,67,63,0.0,177.5,0.667,2,2,0,0,5,5,0,0,0,0,5
s86508ae88d313fde8197d14b68080760,171,144,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s523df95d6ed53bb0b5f9dd24a37bafa2,66,50,60.0,202.0,0.667,2,1,1,0,8,5,3,0,0,0,8
sa3a9ea991477349199742d1891ecdad6,286,259,19.75,62.0,1.0,13,9,4,0,63,51,12,0,0,0,27
sdfed37dcaa3b3eb89e2fa754d784f59f,1107,471,0.0,83.67,1.0,3,3,0,0,28,26,2,0,0,0,21
sc1a1a74e1cea37de885345dd7266a954,1727,1725,170.0,359.5,0.75,6,4,2,0,71,43,28,0,0,0,66
sa43e1565a5a939b5ab60a0304cf148e5,315,308,0.0,270.0,1.0,1,1,0,0,30,28,2,0,0,0,24
s5bf12b3edf883f30a410293fd0c3118b,134,114,0.0,115.0,0.2,1,1,0,0,9,9,0,0,0,0,5
s122b2d4f52de3e6da86c483033018f24,283,283,0.0,110.65,0.885,46,46,0,0,62,62,0,0,0,0,21
s2144504a5fb83f3d93d136a397787c90,100,100,0.0,131.06,0.865,64,64,0,0,160,160,0,0,0,0,50
s081c6224dcc135d5b1f85ea5bb6c5679,97,86,92.0,79.29,1.0,16,14,2,0,31,17,14,0,0,0,18
sdb0c33cf646e3d3398c671450e50fc70,1254,1147,46.0,159.0,0.75,3,2,1,0,11,7,4,0,0,0,11
s50150a5f48523bc69b08d799934435da,304,304,0.0,0.0,0.0,0,0,0,0,6,6,0,0,0,0,5
sebdbd01f83da3c47926ff5e93c018339,1157,173,0.0,97.33,0.5,3,3,0,0,5,5,0,0,0,0,5
s54190a487d103c458ed4a80c708e210f,1434,1125,0.0,216.0,1.0,1,1,0,0,7,7,0,0,0,0,6
scd9321f7659c3bc0a65813f1e6a9179c,89,3,0.0,69.5,1.0,2,2,0,0,2,2,0,0,0,0,2
s1a186a197ae73e6998bb534609e15971,261,85,0.0,79.7,0.77,10,10,0,0,16,16,0,0,0,0,8
s2f464f17a09d3d65a4e2042fc85504db,50,3,0.0,107.0,1.0,1,1,0,0,1,1,0,0,0,0,1
sb26fa89399803317bdae109ae78ee337,211,211,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1
s99d23ebd5c93337fb6e3a39930e393bb,80,16,64.11,53.85,1.0,29,20,9,0,29,20,9,0,0,0,9
s424df7ac32613ab7a341f01412db47c4,1703,3,0.0,126.0,0.5,1,1,0,0,1,1,0,0,0,0,1
saac4ad1a53e0302fb3ce848bf4033fe3,886,886,0.0,118.7,0.834,10,10,0,0,70,63,7,0,0,0,59
s949343881a0c364b9717abcffa40f81e,763,737,0.0,73.0,1.0,1,1,0,0,22,20,2,0,0,0,18
sa27dca60d36f350faad3f4f01f3f2bad,97,97,0.0,391.5,0.667,2,2,0,0,5,5,0,0,0,0,4
s494d3a72bbd4326cbf991bfbb9d0641e,59,59,0.0,264.71,0.292,7,7,0,0,14,14,0,0,0,0,14
s3fe06b0e541437f4a3e43dc49f5d9100,1028,3,0.0,258.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s213473c49f1235569457ae9c79998557,1804,1223,0.0,0.0,0.0,0,0,0,0,6,2,4,0,0,0,6
s45ffbd3dbfdf36c1959c86fd65b063c6,1800,1797,0.0,444.0,0.5,1,1,0,0,3,3,0,0,0,0,3
s933ee09bbee635c9815c6c885853c6e4,1132,412,0.0,128.5,1.0,2,2,0,0,25,22,3,0,0,0,22
sb0f0a4f61e6b36d3947e7acd370d1b9e,821,3,0.0,106.0,0.5,1,1,0,0,1,1,0,0,0,0,1
scb783e906bc338c5aa8011896e618977,397,397,0.0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,3
sb4bd60552075351eafe9af1e129ed8c7,60,3,0.0,96.0,1.0,1,1,0,0,1,1,0,0,0,0,1
sb21601f71fd534d68805180bcb40106c,245,4,0.0,263.0,0.4,2,2,0,0,2,2,0,0,0,0,2
s55ebed9a203f3220b87181e1676c2a89,271,271,0.0,94.0,0.667,2,2,0,0,12,6,6,0,0,0,12
s6071820911273c0cb2e1c06873daec7a,312,312,90.33,85.48,1.0,45,42,3,0,330,293,37,0,0,0,94
se8ea3ded7f1639da881d1d8cea307fb3,71,71,0.0,104.11,0.6,9,9,0,0,19,16,3,0,0,0,12
s90181514a68838e8a166ec194baa9b91,924,303,5481.0,75.0,0.667,2,1,1,0,4,2,2,0,0,0,4
s8e12d9c73e53320d82d9ec1b89624cd0,917,917,0.0,47.0,0.334,1,1,0,0,4,4,0,0,0,0,4
s10848ceb3e603628ae9231017a4ac373,73,62,0.0,473.0,0.667,4,4,0,0,10,9,1,0,0,0,8
s6e1425391b543a2ab871a739fb8e26a8,240,106,0.0,155.0,0.445,4,4,0,0,15,15,0,0,0,0,7
s4c17bd73353c36b092fa2bf02d1f1dcc,190,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s340f07c719ed32ebb57b5f45a394361a,934,722,0.0,171.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s8c1b974e65cb308e973b87143a68e9a3,1547,1546,0.0,222.0,0.5,1,1,0,0,17,15,2,0,0,0,17
s959231ee09b032229859cbb8ceb3f9b8,936,936,0.0,85.0,0.5,1,1,0,0,24,6,18,0,0,0,21
s7132a8e424ca3d3cbdc04d8d09052286,517,450,0.0,176.52,0.853,81,81,0,0,126,126,0,0,0,0,73
s62de15c97af339d2a6fb71b109462744,324,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s8170801a2cdd3f5cb8cea41253db235c,285,282,61.5,92.61,0.856,59,57,2,0,71,69,2,0,0,0,16
scb49dfbbb0b9300db699e2c8842051f2,68,32,0.0,146.0,0.334,3,3,0,0,4,4,0,0,0,0,4
s8f6f4143167338ee948eeddc8bcc6d55,458,354,0.0,40.74,1.0,27,27,0,0,42,42,0,0,0,0,22
sd36193500c623bb1abc53ab6fdcf8ec6,797,795,0.0,375.0,0.334,1,1,0,0,14,14,0,0,0,0,13
s2d5909a373613e01af801939e1210ac1,287,94,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s3840fd3456f6326db5bd595322ff6d8b,774,759,0.0,356.0,0.5,1,1,0,0,1,1,0,0,0,0,1
sca53e344157e38a5a2ab10585445d89e,198,167,304.0,86.22,0.928,89,83,6,0,333,302,31,0,0,0,91
s323f04846faf36bcaac561cc42dc978e,1211,45,120.0,139.15,0.794,104,103,1,0,174,173,1,0,0,0,63
s1505137d86a23377af64eb310dda85e8,840,3,0.0,291.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s2bd45a0e5de636e59bc36d300da4664e,322,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sff515cd4efcd3be285e033d8b3e26d73,1875,1804,119.33,288.0,0.625,10,7,3,0,564,314,250,0,0,0,410
s1b3e7370aa8b3479b41fc928f8ff7516,1255,741,391.67,162.42,0.715,15,12,3,0,460,332,128,0,0,0,258
sd984ad649c1634978cd678ad34a6e36b,1090,839,0.0,174.29,0.737,14,14,0,0,182,182,0,0,0,0,117
s94ca1107b16334a9b2aa68c226dfb1b2,203,187,52.5,101.3,0.8,12,10,2,0,40,38,2,0,0,0,28
s98995d9081763730a1a8f9de9c48e958,1697,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sb428e1ecea293d85804d6926fd1a0c04,594,212,0.0,83.5,0.75,6,6,0,0,15,15,0,0,0,0,12
s784375c68d443b658c0e1fb911d2e033,510,510,233.6,211.25,0.875,21,16,5,0,139,120,19,0,0,0,100
se2348d2284fd39889bed8441b8963ab5,213,213,117.0,138.5,0.77,10,6,4,0,30,23,7,0,0,0,28
s9217b059a00037f2839ebf48b0420733,1716,245,0.0,336.5,0.667,2,2,0,0,6,5,1,0,0,0,6
s9e1157d9fb5b3ae3bb9b4f930f572c50,1200,940,0.0,167.17,0.75,6,6,0,0,26,18,8,0,0,0,24
s0e85ccd8fd06328e8d5f3ba504e81a20,1682,608,0.0,0.0,0.0,0,0,0,0,7,7,0,0,0,0,7
s63bc93e21a873ad9961b7849e1c6c007,1600,55,0.0,126.15,0.867,13,13,0,0,15,15,0,0,0,0,11
s088849cacba53054b777653f38434d1c,197,4,0.0,86.8,0.715,5,5,0,0,5,5,0,0,0,0,4
s9633136190ed3dd89cd6fd7080fa8db7,1341,63,0.0,93.5,1.0,14,14,0,0,71,71,0,0,0,0,25
s8cdd294fda11337bbd15d9cd08ce3973,157,157,106.0,54.92,0.739,99,95,4,0,226,213,13,0,0,0,74
s9572423571f13000a000880247cf52dd,742,742,236.0,270.78,0.77,10,9,1,0,39,28,11,0,0,0,23
s22de9af277ec3ae48f1d8867cdd183ef,62,61,72.67,198.25,0.69,60,48,12,0,116,96,20,0,0,0,55
sef78f8dca4f63412bf843d352e256a7a,127,57,248.67,0.0,1.0,12,0,12,0,13,0,13,0,0,0,11
s18bef8989f8b3b1b924c2d03474542f0,61,59,0.0,55.95,0.8,20,20,0,0,92,92,0,0,0,0,14
s453de6a4fb783020a1c008c247dd4f35,2623,21,0.0,69.81,0.844,27,27,0,0,27,27,0,0,0,0,9
s79a0fd2ff3f138d9845162edc5a8f9cb,207,207,524.25,88.44,0.69,40,32,8,0,40,32,8,0,0,0,23
s5355367ea3a83b6cb8ff80bfd35619ba,328,11,143.93,144.82,0.792,53,39,14,0,53,39,14,0,0,0,37
s916a33e6f1e63dbda58cd9a1cf58fc64,966,131,0.0,94.0,1.0,1,1,0,0,6,6,0,0,0,0,6
s08b45a38531e3aabbfb7b07891142885,1391,1385,0.0,83.0,0.8,4,4,0,0,13,13,0,0,0,0,12
s313556dc44a13ca4bce64530bf086df6,237,237,0.0,131.0,1.0,1,1,0,0,10,10,0,0,0,0,8
s012aed245e873375a347e29e96a4d0fe,128,24,199.33,63.6,0.877,64,58,6,0,64,58,6,0,0,0,35
sff871d56c50c38688905e8b8f95d9de5,64,3,0.0,466.0,1.0,1,1,0,0,1,1,0,0,0,0,1
sd962ab09ee9e34d28f3281bb73502fdf,54,54,25380.33,217.93,0.783,18,15,3,0,29,23,6,0,0,0,18
s7af985e0e5343c828a35af70b650c86b,1110,56,59.4,64.77,0.922,94,79,15,0,162,139,23,0,0,0,66
sb06786b7a8fa3ab6936863e495eb3460,336,3,721.0,238.0,1.0,3,2,1,0,3,2,1,0,0,0,3
s97a00af5799932f68b6500da014441ae,1277,1276,70.0,137.53,0.728,16,15,1,0,53,52,1,0,0,0,43
sd08544347570334598fc1c87a425d37b,876,735,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s29e7eae804003655a30a07304cce5652,1010,439,43.0,82.0,1.0,3,2,1,0,16,13,3,0,0,0,11
s55a9bc33a5d435d6be7481d64ffc1572,130,130,81.0,50.83,1.0,7,6,1,0,11,8,3,0,0,0,9
s5a89d01b98b63ffa98872be2776443e8,504,504,49.2,103.67,1.0,35,30,5,0,61,55,6,0,0,0,31
s28b222399bc33723b6ac435a247ec1db,1581,330,0.0,310.0,1.0,2,2,0,0,61,58,3,0,0,0,48
s8878ce0d7cf338359cab2befc3bf382f,84,59,623.0,193.73,1.0,16,11,5,0,39,25,14,0,0,0,22
s057945ada63f3cccb4cbf97ec44e80ca,333,322,0.0,0.0,0.0,0,0,0,0,2,1,1,0,0,0,2
s601b002ea76d3d5488a126f6cc0b5acd,1993,1873,0.0,244.25,0.667,12,12,0,0,259,248,11,0,0,0,216
sa51aec4455d13e79a9100b52f5d36abf,1557,1556,0.0,201.0,1.0,3,3,0,0,96,18,78,0,0,0,94
s9d61d49caff63c4d8d2447aca247749f,328,153,0.0,80.0,1.0,1,1,0,0,5,5,0,0,0,0,5
s1e52c768563434f6b29b0cae7b8c5756,72,68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s1d043989232e3fae8f1b70f3ea0ca05e,1149,1148,615.5,162.33,1.0,8,6,2,0,27,10,17,0,0,0,21
s3db18f5e02a93e479fd6ccc881548b07,307,191,0.0,102.0,1.0,1,1,0,0,5,5,0,0,0,0,5
sb946ed1079733013b1d7e51d90b91146,462,193,0.0,111.0,1.0,1,1,0,0,10,7,3,0,0,0,9
s4b60c4897a7e34398fc045fb1a407b55,725,85,349.0,154.25,0.625,5,4,1,0,12,10,2,0,0,0,11
sd05a1bf8ccc43ec981721b7cb6c2ce0b,242,229,170.0,43.63,0.75,9,8,1,0,67,62,5,0,0,0,31
sdbf876375b2934058b14f8ec6ba960b1,1090,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s623c44791be537efac668530c9f838ea,1648,1585,122.25,249.94,0.8,20,16,4,0,185,138,47,0,0,0,152
s796fdde709833a39b4c6a72784c74e4c,268,267,0.0,535.0,0.334,1,1,0,0,2,2,0,0,0,0,2
sd8d9a87ef7fc31758ef2ef62802fdf29,426,78,248.89,44.25,0.778,21,12,9,0,25,16,9,0,0,0,18
sb21b317b5c9430a4aa62a785fc05a477,1451,1450,0.0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,4
sb0e7911c84bf33b8be75bf4509d76971,564,33,61.67,46.83,0.948,18,12,6,0,24,17,7,0,0,0,17
sa1c79271c94e361282255b7e85b2af30,61,49,0.0,195.38,0.616,8,8,0,0,13,12,1,0,0,0,9
sdc7e62fe298f3205ae118ae26a860309,53,53,44.29,68.08,0.848,39,25,14,0,50,33,17,0,0,0,28
s2f94bd8674b93741803076b3a070b084,686,11,0.0,242.0,0.6,3,3,0,0,3,3,0,0,0,0,2
sa1b34ca78add3dfbb8b0d295fae01501,1190,286,0.0,55.27,0.847,11,11,0,0,24,24,0,0,0,0,16
s3aa467ef0330313fa13599880534b8b9,320,315,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2
s530596eddf083c2fb954fb7c9f163f73,461,153,21.0,0.0,0.5,1,0,1,0,1,0,1,0,0,0,1
s491e6687e78732a8930129ada436bb22,1271,1257,8273.5,129.0,1.0,4,2,2,0,18,7,11,0,0,0,18
s33f99d5473723882a069d9e92057c928,221,221,40.0,86.6,0.858,6,5,1,0,28,25,3,0,0,0,23
s41875feccb96317a826062cb5bb6f0e5,336,177,0.0,260.25,0.4,4,4,0,0,10,10,0,0,0,0,6
s43082c4c185f3d908e5d1466574d981c,1489,1473,10190.08,116.14,0.95,19,7,12,0,2143,792,1351,0,0,0,1327
s6177ed62c0e0308087c104c59a241592,59,59,35.25,68.46,0.84,63,59,4,0,170,153,17,0,0,0,77
s58b40bb58c1934ccaea022f4bd2584d9,1541,1221,0.0,65.64,0.934,14,14,0,0,320,262,58,0,0,0,220
s9522f07116ab3bf0bd789498a32d8248,228,187,0.0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,3
s93837f2e4a9a38fb9c0e480fbc674477,262,262,113.4,179.1,0.745,35,30,5,0,125,75,50,0,0,0,83
s21799d1ea3413e3da289173e9d86e548,330,329,75.33,101.25,1.0,19,16,3,0,312,293,19,0,0,0,75
s91a5294c48a63cabaf6be587c374bbdd,1428,378,0.0,78.0,1.0,1,1,0,0,38,36,2,0,0,0,31
s19e099fd180d3448b0eb19cf402120f2,390,390,253.5,65.21,0.91,30,24,6,0,47,36,11,0,0,0,24
s5ee3aa60f144311584a81b4338a803fc,757,63,52.5,60.67,0.875,14,12,2,0,28,25,3,0,0,0,14
s105e5431f7473a268ba36326aa72a23c,900,515,366.0,53.55,0.778,14,11,3,0,127,86,41,0,0,0,76
s0eeae549072235e5a92e51ecbf156ced,137,39,96.0,97.5,0.6,3,2,1,0,5,3,2,0,0,0,4
s4de354c66e4936339aa89c89db9420b6,1509,1506,0.0,247.0,1.0,1,1,0,0,20,11,9,0,0,0,19
s7fa1c1d755303e61b4c6394a06b63384,1514,3,24.0,76.0,1.0,2,1,1,0,2,1,1,0,0,0,2
s6f986479bc7434258d0b6fac62fc048a,110,97,0.0,47.56,0.879,36,36,0,0,145,145,0,0,0,0,55
s938350f5308534208be2c44025a1713b,183,3,0.0,262.5,1.0,2,2,0,0,2,2,0,0,0,0,2
s70080fd53c11300293a30845da08eafa,314,314,0.0,60.0,0.5,2,2,0,0,58,30,28,0,0,0,49
s1c46f99eb99f3b2bbdfa35f5096f68eb,184,184,0.0,61.0,0.25,1,1,0,0,3,2,1,0,0,0,3
s55829fe7d05a37bf9aeec7c5b579c9cc,325,3,0.0,120.0,0.667,2,2,0,0,2,2,0,0,0,0,2
s7d321d4e9ee532b7821934ff434c6de2,1034,597,662.89,111.74,0.875,28,19,9,0,126,88,38,0,0,0,61
sc10418f92d8631e1946a9f2a42efe19a,1659,3,0.0,216.0,0.25,1,1,0,0,1,1,0,0,0,0,1
s68a390e779d93afab0fee2f0b45f66df,486,3,0.0,71.5,1.0,2,2,0,0,2,2,0,0,0,0,2
s825aab57a96c3974bdf1bf51a4bc5efd,1788,689,93.0,132.47,0.69,20,17,3,0,97,64,33,0,0,0,62
sa4072c796d4232cdb072ba871caca65e,61,61,0.0,35.0,1.0,7,7,0,0,26,26,0,0,0,0,8
s327686a2426d37f2a967c8a4066c8b16,177,154,372.2,75.0,1.0,26,21,5,0,47,39,8,0,0,0,32
s376650da14ba3e15bebc18da30005868,508,507,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s30bdfde83e6635d29f61546434a5bdf1,1539,1319,0.0,109.0,0.9,18,18,0,0,187,169,18,0,0,0,143
s9b478f5a8e5a3f16a077a5560bf137d7,124,105,44.0,229.4,1.0,6,5,1,0,6,5,1,0,0,0,4
sae4adeb7ee353e0a923f9556fb9e29b2,1403,1402,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2
se770d835082a36a9960abdf191d0de1c,1080,456,0.0,134.17,0.858,6,6,0,0,19,19,0,0,0,0,12
sec39785da01f3c9f9358569ca4608102,518,517,56.0,64.29,0.889,8,7,1,0,53,50,3,0,0,0,22
se1da5e7c571434868aea9fa62082d369,282,281,411.17,132.43,0.761,35,23,12,0,93,74,19,0,0,0,52
s6c1e0bce39df36e18392f3b51098e7fc,1593,10,0.0,194.0,0.667,2,2,0,0,2,2,0,0,0,0,2
s2f874e84fa82317f83c38213ead0ae07,1240,515,68.0,54.33,1.0,4,3,1,0,9,5,4,0,0,0,8
s1c406fc5bcd036de9f6d468838126a3f,295,58,0.0,64.88,0.945,34,34,0,0,74,74,0,0,0,0,23
